Company Name,Rating
PT KB Insurance Indonesia,4 out of 5
PT Intraco Penta Prima Servis (Balikpapan),3.8824 out of 5
PT Pionirbeton Industri,3.64 out of 5
PT .duta intidaya,3 out of 5
PT Arcigee Indonesia,0 out of 5
PT Panca Pilar Tangguh,4.2105 out of 5
PT Warung Indonesia,4.4 out of 5
TM Retail,4 out of 5
PT Karlita Emas,3.3 out of 5
Dinustek,4.6667 out of 5
PT DHARMA MEDIPRO,3.5 out of 5
pabrik kayu,3.6667 out of 5
PT Akasha Wira internasional TBK,3.6667 out of 5
PT Treemas Solusi Utama,4.4167 out of 5
Priority STAN,4.9091 out of 5
PT Konishi Lemindo Indonesia,3.9286 out of 5
PT. CAHAYA TIRTA RASA (TONG TJI),3.8 out of 5
PT agung Sedayu grup,4.25 out of 5
PT Adira Dinamika Multi Finance (Bali),4.3333 out of 5
RSKIA Permata Bunda Yogyakarta,0 out of 5
PT Pertamina Dana Ventura,5 out of 5
PT GRIDTECH INDONESIA,3.3333 out of 5
PT. Timur Bahari East Marine,5 out of 5
"PT Adira Dinamika Multi Finance, Tbk (Cabang Solo)",4 out of 5
PT Valuestream International,4.2857 out of 5
Mercure Karawang,4 out of 5
PT mayora grop,3.5 out of 5
PT Dapur Sarwo Ono,4.6667 out of 5
PT Bamboomedia Cipta Persada,0 out of 5
Shopeeexpres,4 out of 5
PT Prima Karya Sarana Sejahtera (PKSS Cabang Pekanbaru),0 out of 5
PT MEIRA MANUFACTURING INDONESIA,3.2727 out of 5
PT Mulia Putra Mandiri,3.1429 out of 5
PT Anugerah Pharmindo Lestari (Surabaya Branch),4.5 out of 5
PT Fifefa International (GedungOzone Hotel and Eatery),4.4 out of 5
PT. Cipta Krida Bahari Logistic,4.55 out of 5
PT Esa Garda Pratama,3.875 out of 5
PT Fortuna Kontraktor,3.75 out of 5
CV Kencana Print,4 out of 5
PT MNI Entertainment,3 out of 5
PT SUPRATIK SURYAMAS,3.75 out of 5
PT Manxi Image Perkasa,3.5 out of 5
PT Masmedia Buana Pustaka,3.6667 out of 5
PT. Wadah Geni Artamara (Sip a Coffee),4 out of 5
PT Mitra Tata Abadi Bersama,4.5 out of 5
PT Primajaya Pantes Garment,4.125 out of 5
PT Intikom Berlian Mustika,4.0784 out of 5
PT SANTOS JAYA ABADI-PLANTII,5 out of 5
Alamat PT NGK Ceramics Indonesia,4.6667 out of 5
PT Freeport Indonesia,4.6889 out of 5
PT Abbott Indonesia,4.35 out of 5
Zero One,4.3333 out of 5
Crowe Indonesia,4.1429 out of 5
PT Sayap Biru Ekspres,5 out of 5
PT Peruri Digital Security,0 out of 5
Turi Beach Resort By Nongsa Resorts,4.6667 out of 5
SINAR ANTJOL GROUP (B29),3.7105 out of 5
PT Valeo Pyeonghwa Asean Transmission,5 out of 5
Kontraktor Alat Berat,4.5 out of 5
Cherianita baru lulus sma,4.3333 out of 5
PT Toyo Quality One Indonesia,4.4 out of 5
PT Ciputra Balai Property,4.8571 out of 5
PT Multiusaha Sejahtera Bersama,3.4 out of 5
Prestasi Junior Indonesia,0 out of 5
PT viktory chingluh,5 out of 5
PT Tozy Sentosa,4.175 out of 5
PT Abhimata Persada,3.375 out of 5
"BNI, BUMN",4.25 out of 5
PT Hadasah Utama,3 out of 5
PT Sutha Karya Steelindo,3 out of 5
PT VAN OORD INDONESIA,4.8 out of 5
PT. Sebastian Citra Indonesia (ROTI'O),4.1852 out of 5
PT Mulya Husada Jaya,4.125 out of 5
PT SEIREN INDONESIA,3 out of 5
Pt mie sedap alam asgar pondok ungu,5 out of 5
PT Primaplast Indonesia,3.875 out of 5
PT Marufuji Kenzai Indonesia,4.25 out of 5
PT Kopnatel Jaya,4.3333 out of 5
PT Ramarayo Perdana ( Motor ),3.5 out of 5
"PT Wicaksana Overseas International,Tbk",4.2143 out of 5
PT BFI Finance IndonesiaTbk,4.3514 out of 5
PT Terafulk Megantara Design,0 out of 5
PT Atmaja Makmur Gemilang Group,4.4 out of 5
PT Karsa Buana Lestari,3.5714 out of 5
Universitas Jendral Soedirman,4.5 out of 5
PT Sembilan Anugrah,4.25 out of 5
PT Duraquipt Cemerlang,3.75 out of 5
CST English Centre & Corporate Training,4.2 out of 5
PT Adhiwira Gelora Perkasa,3.6667 out of 5
GOOD MOOD,5 out of 5
PT. Pegatron Technology Indonesia (Batam),3 out of 5
PT Otomas Multifinance,4 out of 5
PD. Karya Jaya,3 out of 5
Thinkingtub Media PTe. Ltd. Jakarta Representative Office,2 out of 5
Mercure Convention Center Ancol Jakarta,4.25 out of 5
Mutif Corporation,4.7143 out of 5
PT Sinarmas Sekuritas (Bali),0 out of 5
PT Sari Bengawan Citra Rasa (Holland Bakery Semarang),4 out of 5
PT. Surya Madistrindo (Gudang Garam),5 out of 5
RS Rawamangun,0 out of 5
JNE&JNT,4.4737 out of 5
HOKA HOKA BENTO GROUP,4.625 out of 5
"PT Adi Sarana Armada, Tbk",4.1333 out of 5
PT Samator Gas Industri,3.6667 out of 5
PT Medisafe Technologies,3.8667 out of 5
PT Global Pay Indonesia,3 out of 5
PT Tamara Overseas Corporindo,0 out of 5
PT GCM Marketing Solutions Indonesia,4 out of 5
PT Target Optimal Solusi Sistem,3 out of 5
PT Kaldu Sari Nabari,3.5714 out of 5
PT Tripondasi Manunggal,4.25 out of 5
PT Bakti Putra Nusantara,4.5 out of 5
PT WAHYU ANDHIKA KIRNA (Jakarta),4 out of 5
PT Yu-Sung Tech Indonesia,0 out of 5
ZETTABYTE PTE LTD,4.9 out of 5
PT Dwi Indah,3.3333 out of 5
PT Bank Banten,5 out of 5
Oprator produksi prabumulih,4.7143 out of 5
PT. BENUA EMAS JAYA RAYA,3.3333 out of 5
PT Cipta Karya Buana,3 out of 5
PT EPSON INDUSTRY INDONESIA CIKARANG,4.6 out of 5
PT Sinergi Agro Industri,4 out of 5
PT Indah Kiat Pulp & Paper Tangerang Mill,4.0833 out of 5
PT. Usaha Gunabhakti Mandiri,5 out of 5
Kontraktorsipil,5 out of 5
PT.midi utama tbk,4.1818 out of 5
PT Pengelola Limbah Kutai Kartanegara,2.75 out of 5
PT BFI FInance (Bandung),3 out of 5
Pt eunsung indonesia,4.6667 out of 5
PT. kiyokuni indonesia Ejip,4.8125 out of 5
(Perusahaan Manufaktur Sepatu),4.5 out of 5
PT Epson Batam,4.5412 out of 5
PT Harindo,3 out of 5
PT Jabaku Karaba Technologies,3.1667 out of 5
PT Pancamas Elite (Branch Malang),4 out of 5
PT Star Global Indonesia,0 out of 5
PT Pandu Selamat Utama,4.2 out of 5
PT Adiperkasa Warna Grafis,0 out of 5
PT Kereta Api Pariwisata,4.2222 out of 5
PT Asiable Indonesia,5 out of 5
PT Procter & Gamble Home Products Indonesia,4.7 out of 5
PT Bimasakti Mahawira,2.6667 out of 5
Pt star fashion ungaran,3.75 out of 5
PT Multi Cipta Adikarya,4 out of 5
PT Kelab 21 Retail,4.4 out of 5
PT Integrasi Solutions,4.1667 out of 5
Mom N Jo,4 out of 5
PT Mushasi Auto Part Indonesia,4.75 out of 5
PT Citra Karya Langgeng,3 out of 5
Air Mancur Group,4.1429 out of 5
Universitas Padjadjaran Bandung,5 out of 5
PT Korea Tomorrow & Global Indonesia,3.7586 out of 5
PT Santosa Agrindo (Japfa Beef Division),4.4444 out of 5
Semua perusahan,4.8462 out of 5
PT.SHOPEE INTERNASIONAL BUKAJOBS,4.5769 out of 5
PT Jasindo Duta Segara,4.4444 out of 5
PT Prima Rajuli Sukses,3.8 out of 5
PT Daya Energi Mandiri,4.3333 out of 5
PT Panasonic Gobel Eco Solutions Manufacturing Indonesia,4.5094 out of 5
PT Coca Cola Distribution Indonesia (Sulsel),4.0714 out of 5
PT Bina Sarana Sentosa,0 out of 5
PT Jaringan Distribusi Nasional (IMPORTIR.ORG),4.3333 out of 5
PT Multistrada arah sarana Tbk.,4.7778 out of 5
Kepala gudang,3 out of 5
PT AHM(ASTRA HONDA MOTOR),4.6522 out of 5
PT Morich Indo Fashion,4.1667 out of 5
PT BMT Asia Indonesia,4.6 out of 5
Jahit,4 out of 5
VIVA Health,0 out of 5
Hotel Sun Palace Mojokerto,4 out of 5
Yamaha Music Stanwoods,3.5 out of 5
PT Qeon Interactive,4.75 out of 5
Meikarta Lippo Group,3.6667 out of 5
Pt . Denso indonesia,4.3077 out of 5
Perusahaan Djarum super,4.75 out of 5
PT Boart Longyear,4.7143 out of 5
I Can Read Kelapa Gading,3 out of 5
PT Kereta Api Logistik ( Yogyakart ),0 out of 5
Garden Permata Hotel Bandung,0 out of 5
HINO - PT Catur Kokoh Mobil Nasional,4.1429 out of 5
PT Karya Tugas Anda,4.6667 out of 5
Starion PT Woo In,4.4 out of 5
PT Interact Corpindo,3.75 out of 5
Ikea Alam sutera,4.6667 out of 5
Universitas Bunda Mulia (Yayasan Pendidikan Bunda Mulia ),3.9565 out of 5
UNID GLOBAL CORPORATION,4 out of 5
PT Finansia Multi Finance (Makassar),0 out of 5
PT Daya Sinergi Telekomunikasi,4 out of 5
PT Global Freight Consolidatama,4 out of 5
PT Defasindo Kreasi Prima,4.2 out of 5
PT Rancang Indah Sentosa,3.6667 out of 5
AtriXpress,4 out of 5
PT Bali Cruises Nusantara,5 out of 5
PERUSAHAAN BERGERAK DI BIDANG RETAIL,4.65 out of 5
PT Gistrav Inspira Indonesia,3 out of 5
PT Surya Utamadian Nusa,4.5 out of 5
PT Delexindo Cahaya Citra,3.75 out of 5
PT Artha Demo Engineering Consultant,2.7143 out of 5
PT Es Mineral Sumber Abadi,4.3333 out of 5
PT Waruna Nusa Sentana (MJS Line),4.5556 out of 5
Plateno Management (HK) Limited,3 out of 5
PT. Phalosari Unggul Jaya,4 out of 5
Komisi Penanggulangan AIDS Nasional,4.5 out of 5
PT Griyaton Indonesia,3.9286 out of 5
PT Hitachi Chemical Indonesia,4.2727 out of 5
PT ESCO Audio Visual,0 out of 5
PT Fuji International Abadi,5 out of 5
PT Denki Engineering,3.75 out of 5
Eni Muara Bakau B.V,4.3333 out of 5
PT Arami Jaya,3.7143 out of 5
Hotel Bumi Segah,4.2857 out of 5
Pt . Indokordsa tbk,5 out of 5
PT Gaya Makmur Indonesia,4 out of 5
PT Anugrah Analisis Sempurna,4 out of 5
PT Pariwara,5 out of 5
PT Akarpadi Selaras Media,4.3333 out of 5
PT. UNGGUL INDAH CAHAYA Tbk.,4.5 out of 5
PT Gila Makan Enak (Jakarta),4 out of 5
PT Tropical Electronic,4.4444 out of 5
PT BATARA INTERNASIONAL FINANSINDO,3 out of 5
Yayasan Pondok Kasih,0 out of 5
PT Anggrek Hitam,0 out of 5
Nijihashi Indonesia,4.6667 out of 5
PT Fentura Windows Asia,3.5 out of 5
PT VIVO BANDUNG INDONESIA,4.6 out of 5
PT AXA Finance Indonesia,4.5714 out of 5
CV Media Perkasa Mandiri,4 out of 5
PT Inti Sukses Garmindo (semarang),3.5 out of 5
Pt koa,4 out of 5
PT Mega Sukses,3.625 out of 5
PT Surya Darma Perkasa,3 out of 5
PT HANSON INTERNATIONAL TBK,4 out of 5
PT Sunthi Sepuri Indonesia,3.75 out of 5
PT Hunting Energy Asia,4.6 out of 5
PT Infracom Technology,4.4286 out of 5
English First,3.9375 out of 5
PT Prima Cipta Lestari,4.375 out of 5
PT Netika Indonesia,3.6 out of 5
PT Marga Solusi Prima,4 out of 5
PT Sukses Mantap Sejahtera,4.0588 out of 5
PT.SANJAYATAMA LESTARI & PT.INDONESIA NIPPON SEIKI,4.5 out of 5
Rumah Sakit Yadika Pondok Bambu,4.25 out of 5
PT Megadepo Indonesia,4.6667 out of 5
PT Mesitechmitra Purnabangun,4.1538 out of 5
PT Srikandi Diamond Motors ( Bandung ),4.75 out of 5
PT Karya Bersama Anugerah,4 out of 5
PT Gunung Madu Plantations,4.2941 out of 5
Pt.victorychingluh,4.45 out of 5
P.T kapal api,4.5625 out of 5
"KAP Hertanto, Grace, Karunawan - TIAG International",3.8 out of 5
3.0 Organization,5 out of 5
KJPP Dino Farid dan Rekan,4.5 out of 5
PT.SABASTIAN CITRA INDONESIA(ROTIO),4.8 out of 5
Pt keihin,4.5738 out of 5
PT BANK NEGARA INDONESIA PERSERO,4.5556 out of 5
PT Asuransi QBE Pool Indonesia,3.3333 out of 5
PT. Mirae Asia Pasifik,4.5 out of 5
PT Trijaya Anugrah Kreasi,3.6667 out of 5
PT. Perhotelan Suryaniagara Indah,5 out of 5
PT Barumun Raya Padang Langkat,4.5 out of 5
PT Liku Telaga,5 out of 5
Hotel Ibis Jakarta Tamarin,4.4444 out of 5
PT Mitra Pasifik Solusindo,4.3333 out of 5
"PT Tigaraksa Satria, Tbk",4.3333 out of 5
PT Haspul International Indonesia (Heung-A Shipping),2 out of 5
PT Pharmindo Rimpang Kokoh,3.3333 out of 5
PT Promanufacture Indonesia,4.5 out of 5
Pt soho farmasi,5 out of 5
PT. BRINGIN GIGANTARA (BRIIT),4.0769 out of 5
PT Cakra Petrokindo Utama,4 out of 5
PT Deanova Mitra Mandiri,4 out of 5
PT Dewaweb,4.3333 out of 5
PT Asuransi Buana Independent,3.875 out of 5
PT KAHATEK,4.25 out of 5
CV Cening Bagus,3.5 out of 5
PT. Chiefindo Intan Perkasa,4.6667 out of 5
PT Multi Bintang Indonesia Tbk,4.6429 out of 5
PT Buana Sriwijaya Sejahtera (Palembang),3.25 out of 5
PT Equity World-Futures,3.6667 out of 5
PT Ark Ekspres Internasional,4.4 out of 5
pt wira sandi,4.5 out of 5
PT Davidi International,3.8889 out of 5
PT Indo Stationery Ritel Utama,4.3333 out of 5
Center for Investment and Business Advisory,4 out of 5
Pegadaian syariah,4.3333 out of 5
PT Bukitmega Masabadi,3.75 out of 5
PT. Taspen Properti Indonesia,5 out of 5
SKWAD Media,4 out of 5
Dipstrategy (Jakarta),4.3333 out of 5
PT.HWA SHENG INDONESIA,3.5 out of 5
PT. Menthobi Makmur Lestari,3.8333 out of 5
PT Limawira Wisesa,0 out of 5
FIRMA CLS CONSULTING,1.5 out of 5
PT . Anter aja,4.5 out of 5
SMCO Tax Advisor | Konsultan Pajak Terdaftar,4.8571 out of 5
PT Nakajima All Indonesia,4.5 out of 5
PT KURNIA MITRA SELARAS,4.3333 out of 5
PT Bhimasena Power Indonesia,4.2222 out of 5
PT Jindo Industry,4 out of 5
PT Merak Jaya Beton,3.0732 out of 5
PT Radio Elshinta,4.125 out of 5
PT Saurindotex Mandiri,4.3333 out of 5
Radya Labs,5 out of 5
PT GrahaMakmur Cipta Pratama,4.5 out of 5
PT. Nilai Inti Sekuritas,5 out of 5
Shabuhachi,5 out of 5
PT Social Bella Indonesia (sociolla),3 out of 5
PT Prima Agung Sentosa,0 out of 5
PT Ekiwi Koneksi Perdagangan,3.5 out of 5
PT. Kontraktor,4.1333 out of 5
Gudang JNE,5 out of 5
PT Astra International Tbk - Isuzu Sales Operation,4.3889 out of 5
PT Datacaraka Solusindo,4 out of 5
ASPIRE LIFE STYLE,5 out of 5
PT INTI INDAH,4.3333 out of 5
PT Bintang Internusa,4 out of 5
PT ICHIRO PESANGGRAHAN BERSAUDARA,1.6667 out of 5
PT CS2 Pola Sehat (OT Group),4 out of 5
PT EDS Manufacturing Indonesia AW Division,4.4775 out of 5
PT Menara Teguh Perkasa,0 out of 5
PT Peternakan Ayam Manggis,4 out of 5
PT SBTelecom Indonesia Corp,3.4 out of 5
PT PARAGON PLASTIK INDONESIA,3.75 out of 5
Restauran/caffe,4 out of 5
PT Multi Utama Consultindo,4.2857 out of 5
Metron Elektronika,4 out of 5
Bagubagu Studio,3 out of 5
FKS Group,4.1111 out of 5
PT Witami Tunai Mandiri,4.0588 out of 5
PT LONG SUN INDONESIA,3.5 out of 5
PT Citra Mitra Nusantara,4.25 out of 5
PT IBU JERO,4.5 out of 5
Pt showa Autopars,5 out of 5
PT Simone Accessary Collection,4.4 out of 5
PT Pangansari Utama,4.5455 out of 5
PT Fonterra Brands Indonesia,4.0769 out of 5
PT Volex Indonesia,4 out of 5
klinik bidan,5 out of 5
PT Nutragen Global Esana,4 out of 5
PT Dempo Laser Metalindo,4.6667 out of 5
PT. MILLENNIUM PHARMACON INTERNATIONAL TKB,3.5 out of 5
RS Usada,0 out of 5
Hosting Castle Limited,3.2727 out of 5
PT Nauman Landmark Group,2.5 out of 5
PT Madison Mahacipta,4 out of 5
Apotek Bintang,3.5 out of 5
PT Perkasa Makmur Cemerlang,3.6667 out of 5
PT Point Break Indonesia,4.1538 out of 5
PT AGROFOOD MAKMUR MANDIRI,2.75 out of 5
PT Indowooyang,3.8889 out of 5
PT Chubb General Insurance Indonesia,3.7778 out of 5
PT.KARTIKA CIPTA INDONESIA,4.5 out of 5
PT WAHANA KREASI BANGSA,4.8 out of 5
Recruitment@kalbe.co.id,4 out of 5
PT Multi Fortuna Gemilang,2.5 out of 5
Pt anak bangsa (gojek),3.6667 out of 5
Universitas Indonesia,4.6667 out of 5
PT Starindo Cleaning Technologies,3.8333 out of 5
PT Rwebhinda,4.25 out of 5
Badan pusat statistik(BPS),4.8 out of 5
PT Jasa Cendekia Indonesia,4.6 out of 5
PT Dicky Metals,3.6 out of 5
PT Nathania Furniture,3.8 out of 5
Kompas Gramedia,5 out of 5
PT Puspa Pharma,4 out of 5
PT. Asuransi Intra Asia,3.125 out of 5
PT Aesler Grup Internasional,2.3333 out of 5
LAZADA.CO.ID,4.1739 out of 5
Citra Borneo Indah,4.3478 out of 5
PT Jayaland,4 out of 5
PT Atri Pasifik,3.5 out of 5
PT Arkon Prima Indonesia,4 out of 5
PT Poliplas Makmur Santosa,3.2857 out of 5
PT trakindo CAT,4.6 out of 5
PT Kanepackage Indonesia,3.7778 out of 5
PT Pinggan Wahana Pratama,0 out of 5
Pt aisin takaoka indonesia,4.5625 out of 5
PT. Modular Kuliner Indonesia,4.2727 out of 5
PT Praja Sakti Propertindo,3.75 out of 5
PT Marga Maju Mapan,4 out of 5
PT Nippon Oil Indonesia,4.4 out of 5
PT.PNM (permodalan nasional madani),4.5 out of 5
PT Multi Garmenjaya,4.0882 out of 5
KSP Sehati Makmur Abadi,4.1667 out of 5
PT Ziegler Indonesia,3.8462 out of 5
PT Duta Lestari Sentratama (Kino Group),3.9286 out of 5
PT Nathani Indonesia,4 out of 5
PT. Shopee Nasional Indonesia,4.6667 out of 5
PT Sepatu Wijaya,4.5 out of 5
PT Berkah Ukhuwah Bertiga,4.5 out of 5
PT Centrayasa Megatamacipta,3.5 out of 5
JSIDJF - PT Philips Indonesia,4 out of 5
PT.Yamaha indonesia motor Wfg,5 out of 5
PT Sinergi Adimitra Jaya,4.1739 out of 5
PT Memori Netindo Jaya,4.3333 out of 5
Pt unitama sari mas (dahlia),3 out of 5
J.co donat & coffe,3.3333 out of 5
Maxpower Group,4.3333 out of 5
Perum Percetakan Uang RI,4.6667 out of 5
PT SOHO INDUSTRI PHARMASI,4.8462 out of 5
41 Studio,3.75 out of 5
PT. CHINGLUHINDONESIA,4.6471 out of 5
BNI Securities,4.3 out of 5
PT Victori Cingluh,5 out of 5
PT Dipa Pharmalab Intersains - Div EsColab,3.9444 out of 5
PT Sinar Metrindo Perkasa,4.4 out of 5
PT Kieran Bahari Aksara,4.3333 out of 5
PT. Berlian Djaya Nusantara,4 out of 5
PT Liebra Permana,4 out of 5
PT jst mm2100,4.6667 out of 5
PT SANDI JASA ESTIKA,5 out of 5
PT Bank Panin Tbk (Pekanbaru),0 out of 5
PT Wirontono Baru,3.4 out of 5
PT Hwa Seung Indosia,4.5 out of 5
Bosch Group,4.5714 out of 5
PT Indomining,0 out of 5
PT. BANTEN MEDIA GLOBAL TELEVISI - MYTV,4 out of 5
PT Jakarta Land,4.7 out of 5
PT Indonesia Thai Summit Auto,3.6 out of 5
PT Ebara Indonesia,2.8 out of 5
PT. Alice Ice cream,5 out of 5
PT Tara Ina Plastic,0 out of 5
PT Surabaya Industrial Estate Rungkut (Persero),5 out of 5
PT TUNAS MOBILINDO PERKASA,4.75 out of 5
PT Netpolitan Cipta Cakrabuana,4.5 out of 5
PT Solusi Tunas Pratama Tbk,4.1364 out of 5
CV Cipta Sarana Utama,0 out of 5
PT Modern Surya Jaya ( Surabaya ),4.5 out of 5
PT Everbesindo Surya Jaya,3.625 out of 5
PT Asuransi Jiwa BCA (BCA Life),4.5 out of 5
PT Anugrah Mutu Bersama,3.1429 out of 5
PT Indo Sutech Sejahtera,5 out of 5
PT Arga Arta Utama,3.6154 out of 5
Graha Inti group,2.3333 out of 5
PT Semen Indonesia (Padang),4.8 out of 5
PT Aditech Matra,3.5 out of 5
Ayam Goreng Nelongso,4.6667 out of 5
PT Tirta Citra Bara Persada,4.3333 out of 5
PT EQ Medan,3.4 out of 5
PT Mobile Sarana Sentosa (Mobilecom),2.75 out of 5
Produk Perbankan,4.5714 out of 5
PT Multi Saka Abadi,3.5 out of 5
Mazars Indonesia,4.0556 out of 5
PT New March (semarang),4 out of 5
PT Sinarbudi Intraco,0 out of 5
PT Estetika Selaras,4.5 out of 5
PT Srihapan Mega Persada,5 out of 5
PT Perfect Global,3.4 out of 5
PT Fatiha Sakti (Fast8 Group),4.75 out of 5
PT Daya Adicipta Medika,3.2857 out of 5
PT Tanjung Raya Abadi,3 out of 5
PT.Indonesia EPSON idustry,4.7 out of 5
PT Minarta Dutahutama,0 out of 5
PT Simetri Putra Perkasa,4.3333 out of 5
PT Seneca Indonesia,3.85 out of 5
EXCELLENT STARS,4.5 out of 5
PT.Teodore pan garmindo Tasikmalaya,4 out of 5
J&T EXSPREES,5 out of 5
TX Travel,3.4 out of 5
PT Samudra Mas Sampit,3.6667 out of 5
PT Asuransi Allianz Life Indonesia,4.5 out of 5
PT Drilinco Maju,4.5 out of 5
PT Berca Mandiri Perkasa,4.2432 out of 5
PT Win Prima Logistics,3.5 out of 5
PT Mandiri Sekuritas,4.2 out of 5
PT Labersa Hutahaean,4 out of 5
PT Trigunapratama Abadi,3 out of 5
Yayasan Peduli Kanker Indonesia,3.5 out of 5
PT. DIGITAL SARANA INTIMEDIA,4 out of 5
PT.Ferron Par Pharmaceuticals Indonesia,4.75 out of 5
PT Elabram Systems,4.2333 out of 5
PT Inti Abadi Kemasindo,4.0833 out of 5
PT Unisem,4.4571 out of 5
PT Solenis Technologies Indonesia,4 out of 5
PT Pharma Laboratories,3.4 out of 5
Hotel Melia Purosani [Yogyakarta],4.5 out of 5
PT Inbisco Niagatama Semesta Balikpapan,4.1111 out of 5
PT Axiata Digital Services Indonesia,3.3333 out of 5
PT.Foris Nusapersada,4 out of 5
PT. Royalboard Banguninti Granito,4.3158 out of 5
Honda Ahmad Yani,5 out of 5
PT Bersama Usaha Sukses,4.5 out of 5
MatahariMall Dotcom,4.4186 out of 5
PT Dahana (Persero),4.4706 out of 5
PT Oneway Smartax Indonesia,4.5 out of 5
shopee internasiaonal,5 out of 5
PT omroon,4.6667 out of 5
PT Manohara Asri,4.0769 out of 5
Hotel Arion-SwissBel,0 out of 5
SeaBank,4.5 out of 5
PT Aisin Indonesia Automotive,4.25 out of 5
PT Versa Tiket Abadi,4 out of 5
PT Puninar Infinite Raya,3.8889 out of 5
PT.BROMINDO MEKAR MITRA,4.7143 out of 5
PT Eltran Indonesia,4.8 out of 5
PT. ZONA SPASIAL,4 out of 5
Deloitte,4.2 out of 5
Tunas Jakasampurna School,3.8333 out of 5
Yay International Language Program,4.1739 out of 5
PT Cahayaputra Asa Keramik,3.7143 out of 5
PT Bina Artha Ventura,3.9735 out of 5
PT MEGA FINANCE RWC,3.3333 out of 5
Pt PP tbk,4 out of 5
PT Teguh Bersama Sejahtera (Conec World),2.25 out of 5
Advanta Seeds Indonesia (Malang),4.5 out of 5
PT. Surya Pratama Propertindo,4.5 out of 5
PT. ABeam Analytics Indonesia,3.5385 out of 5
PT Bangun Cemara Hotel,2.5 out of 5
CEP-CCIT FTUI,3.75 out of 5
PT Surabaya Egamekinka Pratama,3.8 out of 5
PT True Digital Plus Indonesia,4.3333 out of 5
PT Telesave Telekomunikasi Indonesia,3.6667 out of 5
PT Layar Sentosa Shipping,0 out of 5
PT S&S Hygiene Solution,4.3333 out of 5
PT Nova Chemie Utama,3.8 out of 5
PT Astra Modern Land,4.6667 out of 5
PT KARYA NIAGA ABADI (J&T EXPRESS),4.4 out of 5
PT Aos Indonesia,4 out of 5
PT Cita Selera Makmur,3 out of 5
Demandailing Cafe,4.5 out of 5
PT.yamaha manupaktur,4.6 out of 5
PT Sarandi Karya Nugraha,4.5556 out of 5
PT Bintan Alumina Indonesia,4.5 out of 5
PT Gemalindo Kreasi Indonesia,3.25 out of 5
PT.Fast Food Indo Tbk,4.5 out of 5
PT Cybertrend Intrabuana,4.6154 out of 5
PT Sparindo Alfa Persada,4.5 out of 5
PT Anugrah Argon Medica,4.2826 out of 5
PT Destination Asia,4.6667 out of 5
PT Babylonish Garment (Malang),4 out of 5
PT ZINUS GLOBAL INDONESIA.bogor gunung sindur,4.75 out of 5
PT Trans Power Marine,4 out of 5
PT OGWellness Technologies Indonesia,4 out of 5
Pt. Pelni persero,4.6667 out of 5
PT Puku Benangsari,0 out of 5
PT Global Arrow,3 out of 5
PT Prima Makmur Rotokemindo,4 out of 5
PT.HUTAMA KARYA(PERSERO),4.625 out of 5
PT SOLUSI ALAT BERAT INDONESIA,3.6667 out of 5
PT. TIRTA SUKSES PERKASA (Surabaya),4 out of 5
PT Erela,3.1111 out of 5
PT Toyota Motor Manufacturing Indonesia,4.6614 out of 5
PT Asia Citra Pratama (Bandung),0 out of 5
PT Mustika Agro Sari,0 out of 5
PT Evans Indonesia,4.2692 out of 5
PT Deltamas Solusindo,0 out of 5
PT Cabinindo Putra,4.1333 out of 5
Kantor Notaris & PPAT Buntario Tigris Darmawang,0 out of 5
PT Setiawan Sedjati,3.5 out of 5
PT. BinterJet,3 out of 5
SALES MARKETING telkom,4 out of 5
InSight Marketing Communication,4 out of 5
PT Wana Subur Lestari,3.75 out of 5
PT GS batre,5 out of 5
PT Samuel Aset Manajemen,4.6667 out of 5
PT Tritunggal Mulia Wisesa,3.9474 out of 5
PT Krakatau Posco,4.127 out of 5
Pt .waskita,3.3333 out of 5
Pt pratama abadi industri(jx),4.8571 out of 5
Apotik Kimia Farma,4.2816 out of 5
PT. BUANASAKTI ANEKA MOTOR,3 out of 5
PT Toyota Tsusho Logistic Center,4.8182 out of 5
PT Rekso Nasional Food ( McDonald's Indonesia ),3.8 out of 5
PT Karya Bintang Mandiri,4.5 out of 5
Arkademy,4.2308 out of 5
Shirobyte Teknologi Indonesia,5 out of 5
PT Globalindo Express Cargo,0 out of 5
PT Alexis Hotel,4.5625 out of 5
PT Agung Poly Nugraha,4.6667 out of 5
"HanmiGlobal Co.,Ltd",4 out of 5
PT Insite Media,4 out of 5
Bandung Independent School,4.5 out of 5
PT NOSE HERBALINDO,3.3333 out of 5
Al Irsyad Satya Islamic School,4.5 out of 5
PT Starlight Garment Semarang,4 out of 5
"PT Bukaka Teknik Utama, Tbk",4.3143 out of 5
PT Sumber Aneka Inovasi,2.2 out of 5
Bar.B-Q Restaurant,4.8 out of 5
BUMN Bank BNI,4.2727 out of 5
PT Broadbiz Asia,4 out of 5
PT Penta Jaya Laju Motor,3 out of 5
PT Infokom Putra Kencana,4.5 out of 5
PT Indosaluyu Primajaya (Bandung),4 out of 5
PT HOTEL ISTANA BATIK RATNA,3.5 out of 5
PT Learning Resources,3.25 out of 5
PT Neo Insan International ( Power Character ),4.25 out of 5
PT Total Info Kharisma,5 out of 5
PT Otsuka Indonesia (Lawang Factory),4.2 out of 5
PT. KALIMAS SARANA SUPLINDO,4.8333 out of 5
Pt.Pou Yuen.INDONESIA,4.25 out of 5
PT . Pegadaian,4.3077 out of 5
PT.Medika Husada,4 out of 5
